qid,orgLabel,orgDescription,type,typeLabel,country
Q494059,Nordreisa,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q494062,Nesna,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q494068,Vevelstad,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q494670,Giske,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q494680,Flakstad,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q497248,Hemsedal,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q499397,Fjaler,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q499429,Aure,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q499446,Våler,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q499455,Bremanger,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q499485,Utsira,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q499761,Overhalla,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q500186,Skaun,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q500194,Salangen,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q500205,Rauma,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q500223,Klepp,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q500227,Vennesla,"municipality in Agder, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q501413,Våler,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q501510,Sande,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q501518,Gran,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q502197,Vindafjord,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q502217,Lavangen,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q503591,Leka,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q503612,Luster,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q503637,Vang,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q503654,Vefsn,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q503660,Verdal,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q504817,Askvoll,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q505952,Lyngdal,"municipality in Agder, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q507201,Vestvågøy,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q507499,Sel,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q507524,Sula,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q507549,Tolga,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q507562,Os,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q515536,Lund,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q649541,Kvæfjord,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q1215658,Narvik,"municipality in Nordland county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q1324436,Trondheim municipality,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q5245991,Oslo municipality,municipality in Norway,http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q10428388,Bergen municipality,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q25428806,Indre Fosen,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q41030999,Orkland,"municipality in Trøndelag, Norway, starting 2020",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q42293305,Indre Østfold,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q42320251,Færder,"municipality in Vestfold og Telemark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q45303406,Nordre Follo,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48475310,Heim municipality,"municipality in Trøndelag, Norway (from 2020)",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q52368284,Nærøysund,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q56249968,Senja municipality,"municipality in Troms og Finnmark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q56404228,Alver,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q56405258,Midt-Telemark,"municipality in Vestfold og Telemark, Norway (from 2020)",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q56405940,Kinn,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q56406057,Sunnfjord,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q60742846,Bjørnafjorden,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q60777023,Hustadvika,municipality of Norway,http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q60806432,Lillestrøm municipality,municipality in Norway,http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q61015259,Stad,"municipality in Vestland county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q63644915,Øygarden,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q65230514,Fjord municipality,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q80571266,Lindesnes,"municipality in Agder, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q80593157,Asker,"municipality in Viken County, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q80678654,Ullensvang,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q1825,Karasjok,municipality in Norway,http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q1881,Fyresdal,"municipality in Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2229,Nissedal,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2232,Kviteseid,"municipality in Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2236,Seljord,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2241,Tokke,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2245,Vinje,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2272,Skien,"municipality in Vestfold and Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2290,Porsgrunn,"municipality in Vestfold and Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2308,Siljan,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2326,Notodden,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2354,Hjartdal,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2367,Drangedal,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2365,Tinn,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2375,Nome,"municipality in Vestfold og Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2372,Kragerø,"municipality in Telemark county, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q2415,Kristiansand,municipality of Agder county in Southern Norway,http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q5223,Stryn,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q6459,Kautokeino,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q6535,Alta,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q25416,Stavanger,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q26087,Tromsø,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q26525,Drammen,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q27587,Sandnes,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48276,Flatanger,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48299,Masfjorden,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48316,Tysnes,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48323,Meløy,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48325,Sørreisa,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48341,Lurøy,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48393,Aremark,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48414,Sør-Aurdal,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48501,Stranda,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48508,Sykkylven,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48518,Sveio,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48521,Sunndal,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48526,Stor-Elvdal,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48529,Trysil,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48542,Stange,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48545,Surnadal,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48577,Suldal,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48591,Strand,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48610,Sømna,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48615,Sør-Odal,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48620,Træna,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48629,Værøy,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48637,Ringebu,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48647,Solund,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48657,Storfjord,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48696,Fauske,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48717,Vestre Toten,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48723,Alvdal,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48728,Karlsøy,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48732,Meråker,"municipality in Trøndelag, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48760,Lebesby,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48769,Åsnes,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48782,Etne,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48801,Tjeldsund,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48813,Båtsfjord,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48827,Sør-Varanger,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48844,Sortland,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48848,Loppa,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48858,Sokndal,"municipality in Rogaland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48870,Leirfjord,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48880,Saltdal,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48886,Krødsherad,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48897,Evenes,"municipality in Nordland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48909,Engerdal,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48913,Eidskog,"municipality in Innlandet, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48924,Nore og Uvdal,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q48928,Vaksdal,"municipality in Vestland, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q54062,Ås,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q56915,Aurskog-Høland,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57076,Bærum,"municipality in Viken County, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57083,Frogn,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57080,Eidsvoll,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57081,Enebakk,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57084,Gjerdrum,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57858,Hurdal,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57862,Nannestad,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57860,Lørenskog,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57864,Nesodden,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57865,Nittedal,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57870,Rælingen,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57918,Vestby,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57919,Arendal,"municipality in Agder, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q57917,Ullensaker,"municipality in Viken, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q62140,Harstad,"municipality in county Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q62266,Ålesund,"municipality in Møre og Romsdal, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
Q62641,Nordkapp,"municipality in Troms og Finnmark, Norway",http://www.wikidata.org/entity/Q755707,municipality of Norway,http://www.wikidata.org/entity/Q20
